,team,year,DL,LB,OL,QB,RB,S,ST,TE,WR,nDL,nLB,nOL,nQB,nRB,nS,nST,nTE,nWR
96,ARI,2016,25399973.0,17478436.0,19181164.0,20967646.0,5054463.0,27361910.0,1235792.0,5880711.0,19490317.0,10.0,11.0,12.0,3.0,5.0,14.0,3.0,5.0,7.0
97,ATL,2016,24778731.0,8219375.0,20866868.0,25500000.0,1775740.0,11639397.0,6743333.0,5477651.0,21875327.0,10.0,9.0,8.0,2.0,3.0,13.0,3.0,5.0,8.0
98,BAL,2016,7160689.0,23228661.0,18703243.0,24050000.0,2464612.0,30570792.0,7540000.0,7590881.0,13560473.0,8.0,13.0,12.0,2.0,4.0,14.0,3.0,5.0,9.0
99,BUF,2016,32071124.0,6180817.0,19266814.0,10292562.0,10285228.0,29454724.0,4245000.0,7932643.0,12984976.0,9.0,8.0,10.0,3.0,5.0,16.0,3.0,6.0,10.0
100,CAR,2016,15961433.0,17863527.0,25041889.0,22310000.0,11174563.0,8794489.0,7893290.0,7957836.0,7573289.0,12.0,8.0,13.0,3.0,4.0,12.0,4.0,3.0,7.0
101,CHI,2016,10889210.0,35223623.0,24676298.0,20140352.0,2095516.0,13281094.0,1751327.0,4500797.0,22967985.0,9.0,13.0,11.0,5.0,4.0,14.0,3.0,5.0,9.0
102,CIN,2016,30774508.0,15238245.0,26846053.0,14195413.0,7582247.0,31008382.0,4104117.0,3917543.0,17782767.0,12.0,8.0,10.0,3.0,5.0,11.0,3.0,3.0,7.0
103,CLE,2016,11097832.0,8113292.0,20904757.0,11209878.0,2914737.0,26279211.0,2719117.0,3587732.0,7873927.0,11.0,8.0,11.0,4.0,7.0,12.0,3.0,3.0,10.0
104,DAL,2016,14250368.0,16191273.0,20972307.0,24140848.0,8975016.0,29243037.0,5920000.0,9490386.0,19718201.0,11.0,11.0,9.0,4.0,4.0,11.0,3.0,4.0,6.0
105,DEN,2016,14554827.0,29108335.0,14038146.0,2261158.0,7632024.0,33774061.0,1731766.0,3912841.0,24598064.0,7.0,11.0,10.0,2.0,5.0,10.0,4.0,4.0,8.0
106,DET,2016,17437886.0,13315554.0,17531329.0,23338820.0,3904254.0,20280410.0,5428164.0,5710554.0,17545940.0,11.0,6.0,10.0,3.0,5.0,13.0,4.0,5.0,7.0
107,GB,2016,26569911.0,21666079.0,21481350.0,19910318.0,4939901.0,27091486.0,3525000.0,3489004.0,19907088.0,7.0,8.0,9.0,3.0,6.0,12.0,3.0,2.0,6.0
108,HOU,2016,23600129.0,28383709.0,30885337.0,14412646.0,7863431.0,25445721.0,3805000.0,2007162.0,6310978.0,9.0,10.0,12.0,3.0,5.0,14.0,4.0,3.0,6.0
109,IND,2016,10251740.0,24024894.0,21088167.0,19900000.0,5653333.0,21914124.0,6750000.0,11027250.0,14566182.0,7.0,12.0,13.0,2.0,5.0,15.0,3.0,3.0,6.0
110,JAC,2016,40458221.0,11227761.0,23087119.0,10864198.0,6248739.0,24304492.0,3350000.0,12433820.0,13376224.0,13.0,7.0,11.0,3.0,7.0,11.0,3.0,5.0,9.0
111,KC,2016,17312330.0,28440181.0,14806657.0,20170000.0,7586518.0,20858616.0,6025667.0,4923789.0,15864762.0,8.0,11.0,9.0,3.0,4.0,11.0,4.0,4.0,7.0
112,LAC,2016,22574852.0,15559380.0,25448438.0,17180000.0,7450731.0,25378292.0,1912622.0,8157465.0,17940096.0,11.0,13.0,12.0,2.0,7.0,12.0,3.0,5.0,9.0
113,LA,2016,22340168.0,21114048.0,18759111.0,9453311.0,6617507.0,21001181.0,4498773.0,5585111.0,16923134.0,9.0,8.0,12.0,3.0,6.0,12.0,3.0,3.0,10.0
114,MIA,2016,38890840.0,8266716.0,28647941.0,13174117.0,1837186.0,23908492.0,2265333.0,10542296.0,6333187.0,9.0,8.0,9.0,3.0,3.0,12.0,3.0,4.0,6.0
115,MIN,2016,28021383.0,11877548.0,31704517.0,12583908.0,13631690.0,29307363.0,1808989.0,9634489.0,9422364.0,12.0,7.0,12.0,4.0,4.0,12.0,3.0,3.0,8.0
116,NE,2016,9057837.0,24325070.0,23885930.0,15245534.0,4084272.0,17468382.0,6387500.0,12041980.0,16898811.0,7.0,8.0,10.0,3.0,4.0,12.0,3.0,3.0,7.0
117,NO,2016,12128365.0,11885800.0,19178869.0,18500000.0,4961191.0,21476299.0,4390000.0,5909389.0,5107012.0,8.0,11.0,11.0,2.0,5.0,19.0,3.0,5.0,7.0
118,NYG,2016,33341085.0,12387201.0,13199442.0,25588400.0,9592891.0,25057895.0,2588235.0,3014713.0,13508051.0,9.0,10.0,8.0,3.0,6.0,12.0,3.0,4.0,7.0
119,NYJ,2016,21981255.0,13959491.0,27802280.0,10107897.0,5357506.0,33930151.0,4744781.0,2592814.0,20732735.0,10.0,11.0,12.0,4.0,6.0,14.0,3.0,5.0,8.0
120,OAK,2016,17566192.0,23229125.0,36668433.0,4623009.0,2818848.0,32972684.0,10187500.0,5753339.0,19127374.0,9.0,11.0,9.0,3.0,4.0,12.0,3.0,4.0,5.0
121,PHI,2016,20487116.0,20354217.0,33329016.0,9850243.0,10290554.0,18185139.0,4135244.0,6367396.0,4779551.0,9.0,9.0,11.0,2.0,5.0,11.0,4.0,4.0,5.0
122,PIT,2016,14107278.0,30557971.0,28316458.0,25334805.0,4362347.0,13754551.0,1730000.0,4064728.0,16850165.0,7.0,12.0,13.0,3.0,3.0,11.0,3.0,4.0,9.0
123,SF,2016,14936960.0,24893772.0,16620035.0,20228753.0,3028935.0,20012766.0,4677550.0,5201512.0,12239415.0,11.0,10.0,10.0,4.0,5.0,15.0,3.0,4.0,10.0
124,SEA,2016,21729171.0,16026373.0,6265843.0,18997000.0,2553442.0,38534450.0,5575000.0,12670853.0,13054809.0,11.0,8.0,9.0,2.0,7.0,13.0,3.0,6.0,6.0
125,TB,2016,31831302.0,16153986.0,28318274.0,8192029.0,10180728.0,27049082.0,3086830.0,4513718.0,20025411.0,12.0,8.0,11.0,3.0,6.0,10.0,3.0,4.0,9.0
126,TEN,2016,16030879.0,24409408.0,20406213.0,7534058.0,7583259.0,23419449.0,6234666.0,10865480.0,14783325.0,9.0,9.0,11.0,3.0,3.0,12.0,3.0,4.0,6.0
127,WAS,2016,10297407.0,15534859.0,25910139.0,22237333.0,2438941.0,19159528.0,2612500.0,8270611.0,23105140.0,7.0,12.0,11.0,3.0,5.0,13.0,3.0,4.0,7.0
128,ARI,2017,11782746.0,20543116.0,28972693.0,29389117.0,3122738.0,35877490.0,4403147.0,6002849.0,21601232.0,7.0,11.0,13.0,4.0,6.0,12.0,3.0,5.0,7.0
129,ATL,2017,33144532.0,4753684.0,25819343.0,27250000.0,5899417.0,21898247.0,6663334.0,3755204.0,27980887.0,11.0,6.0,11.0,2.0,3.0,11.0,3.0,3.0,8.0
130,BAL,2017,8522928.0,17619253.0,23959565.0,26550000.0,5234112.0,25976572.0,7246666.0,4039629.0,17108120.0,8.0,12.0,15.0,2.0,5.0,12.0,3.0,4.0,9.0
131,BUF,2017,24037057.0,7070767.0,35552767.0,10853208.0,11324941.0,13361749.0,4215000.0,11333000.0,5874243.0,8.0,7.0,10.0,3.0,4.0,10.0,3.0,5.0,9.0
132,CAR,2017,34796328.0,27609053.0,23456498.0,22711299.0,11316345.0,14045072.0,5580000.0,15774668.0,8158483.0,12.0,7.0,13.0,3.0,4.0,13.0,3.0,4.0,9.0
133,CHI,2017,15589638.0,30669320.0,32255155.0,21184872.0,2385919.0,24922135.0,2500150.0,9902096.0,14458235.0,7.0,13.0,12.0,3.0,4.0,12.0,5.0,5.0,6.0
134,CIN,2017,25877914.0,18136126.0,17361591.0,16798413.0,7788121.0,32952243.0,4990000.0,7082534.0,24282184.0,8.0,8.0,12.0,3.0,8.0,10.0,3.0,5.0,7.0
135,CLE,2017,13501297.0,22308796.0,43035782.0,2209958.0,4420090.0,11058049.0,5102289.0,3254714.0,4926427.0,9.0,10.0,12.0,3.0,4.0,12.0,3.0,4.0,6.0
136,DAL,2017,21718561.0,13847242.0,23639794.0,1717514.0,8519689.0,13661993.0,6770000.0,16512213.0,25966833.0,13.0,8.0,9.0,3.0,4.0,10.0,3.0,5.0,7.0
137,DEN,2017,18001086.0,32087059.0,23675678.0,3920966.0,6086511.0,33472245.0,3350002.0,4781965.0,24982315.0,9.0,10.0,12.0,4.0,5.0,11.0,3.0,5.0,7.0
138,DET,2017,29116079.0,12346382.0,23537752.0,17040000.0,5553764.0,28903453.0,9599873.0,5520004.0,18548897.0,12.0,8.0,12.0,2.0,6.0,12.0,4.0,4.0,7.0
139,GB,2017,15124395.0,28159901.0,28307926.0,21089144.0,2394377.0,20211699.0,5379699.0,3725857.0,31356019.0,7.0,9.0,11.0,4.0,4.0,14.0,5.0,3.0,8.0
140,HOU,2017,18680530.0,24185503.0,20079607.0,3793924.0,9263114.0,31561243.0,3417500.0,10638903.0,22691456.0,10.0,12.0,12.0,5.0,6.0,11.0,3.0,5.0,8.0
141,IND,2017,17081637.0,22243514.0,20227140.0,22007391.0,6701282.0,11763666.0,3219000.0,9946276.0,15509991.0,9.0,11.0,12.0,4.0,8.0,13.0,2.0,6.0,6.0
142,JAC,2017,44706526.0,12755577.0,23828773.0,10071985.0,13893698.0,29669165.0,3879412.0,7155000.0,13347701.0,9.0,7.0,10.0,2.0,6.0,10.0,5.0,4.0,12.0
143,KC,2017,17700651.0,41841771.0,25460405.0,21205256.0,4135727.0,20829931.0,6007941.0,6968400.0,5273100.0,7.0,11.0,9.0,3.0,5.0,16.0,3.0,2.0,7.0
144,LAC,2017,22951911.0,23054742.0,20877969.0,19540000.0,5100679.0,15678946.0,2376397.0,8336274.0,20332660.0,8.0,11.0,12.0,3.0,6.0,10.0,4.0,5.0,6.0
145,LA,2017,19008445.0,33636522.0,20275035.0,7775957.0,6605348.0,27301880.0,3976257.0,3187105.0,25118435.0,7.0,11.0,9.0,3.0,5.0,11.0,4.0,4.0,7.0
146,MIA,2017,41403077.0,13549305.0,22440881.0,32855880.0,3274080.0,17485058.0,1851333.0,9510586.0,9531516.0,11.0,9.0,12.0,4.0,4.0,14.0,3.0,5.0,7.0
147,MIN,2017,29153480.0,10250365.0,19043959.0,22523284.0,6019560.0,32714161.0,2487353.0,8070923.0,11355855.0,10.0,7.0,10.0,4.0,6.0,10.0,4.0,4.0,6.0
148,NE,2017,12891706.0,16080550.0,22170944.0,14476470.0,11010522.0,39573560.0,7085000.0,12644804.0,19169936.0,12.0,10.0,11.0,2.0,5.0,12.0,3.0,4.0,9.0
149,NO,2017,23166808.0,11112354.0,33242845.0,20365000.0,7114957.0,14881328.0,5240000.0,13247597.0,6756539.0,14.0,10.0,12.0,3.0,5.0,12.0,2.0,7.0,7.0
150,NYG,2017,39508079.0,12590992.0,21855074.0,21444105.0,6127217.0,32629923.0,3565000.0,4806260.0,14603545.0,10.0,13.0,14.0,3.0,4.0,12.0,3.0,4.0,12.0
151,NYJ,2017,30530908.0,10169539.0,29611387.0,8312583.0,10249871.0,23309216.0,1923948.0,2805019.0,7222392.0,10.0,9.0,9.0,3.0,5.0,14.0,3.0,5.0,11.0
152,OAK,2017,13787690.0,10513688.0,42892598.0,17066663.0,3772298.0,33966780.0,7070000.0,7763978.0,21428031.0,8.0,9.0,12.0,3.0,3.0,12.0,4.0,4.0,6.0
153,PHI,2017,35945567.0,14871511.0,34271540.0,7948686.0,7712145.0,18912508.0,3402647.0,9766000.0,20154058.0,11.0,9.0,9.0,3.0,7.0,11.0,4.0,3.0,7.0
154,PIT,2017,15711547.0,14867165.0,38932612.0,21014781.0,13063689.0,24515069.0,1770000.0,3382228.0,17648655.0,6.0,10.0,10.0,3.0,4.0,14.0,3.0,3.0,6.0
155,SF,2017,20963933.0,14915131.0,25201505.0,1075730.0,2895220.0,16095317.0,3563550.0,3807511.0,13663728.0,11.0,12.0,11.0,2.0,5.0,15.0,3.0,4.0,9.0
156,SEA,2017,30270259.0,18628783.0,21112223.0,15321666.0,6515599.0,44815624.0,3174375.0,12553573.0,7615665.0,12.0,9.0,12.0,2.0,7.0,16.0,3.0,4.0,5.0
157,TB,2017,40160140.0,8704093.0,22454748.0,11738985.0,8954728.0,26186208.0,6746176.0,3323929.0,18823519.0,14.0,7.0,12.0,3.0,4.0,13.0,4.0,4.0,6.0
158,TEN,2017,22311886.0,32106354.0,16915259.0,10187105.0,8746427.0,28892958.0,7284668.0,7404133.0,19334607.0,6.0,12.0,8.0,4.0,4.0,11.0,3.0,4.0,7.0
159,WAS,2017,12261038.0,24845061.0,34988137.0,27543600.0,4546309.0,32169651.0,3242500.0,11813292.0,10837347.0,9.0,14.0,14.0,2.0,9.0,13.0,3.0,4.0,7.0
160,ARI,2018,9874973.0,33443124.0,21898074.0,13585000.0,4262328.0,25904498.0,7226250.0,9363750.0,22012522.0,9.0,11.0,11.0,4.0,5.0,12.0,4.0,5.0,8.0
161,ATL,2018,20760102.0,3330039.0,46442368.0,26705000.0,5977939.0,34140847.0,5371666.0,7135204.0,23428652.0,9.0,4.0,13.0,3.0,2.0,13.0,3.0,5.0,7.0
162,BAL,2018,17228283.0,26203157.0,23460462.0,26330000.0,2734466.0,47492681.0,9736666.0,2768848.0,14329298.0,8.0,11.0,12.0,3.0,4.0,13.0,3.0,3.0,9.0
163,BUF,2018,29116930.0,13093825.0,24261099.0,3614874.0,13443750.0,22535934.0,5485000.0,12162500.0,14839870.0,11.0,8.0,13.0,2.0,5.0,11.0,4.0,6.0,9.0
164,CAR,2018,44800395.0,26359193.0,30498315.0,22760000.0,5815042.0,16510535.0,5122500.0,11340000.0,16348394.0,12.0,7.0,12.0,3.0,3.0,15.0,3.0,4.0,11.0
165,CHI,2018,18364997.0,17693197.0,29168676.0,10393278.0,1960919.0,25381545.0,5942500.0,15449137.0,24849560.0,9.0,8.0,12.0,3.0,4.0,13.0,3.0,6.0,8.0
166,CIN,2018,28226723.0,19272436.0,27545530.0,18355000.0,7633675.0,36059936.0,4640000.0,8486536.0,25281299.0,8.0,9.0,13.0,3.0,6.0,11.0,4.0,6.0,8.0
167,CLE,2018,16806493.0,22785419.0,37698535.0,16000000.0,6377256.0,26138750.0,3832289.0,7225027.0,24265597.0,9.0,9.0,12.0,2.0,4.0,14.0,3.0,4.0,10.0
168,DAL,2018,38070312.0,17763446.0,43929203.0,1762514.0,8141274.0,15788699.0,7655000.0,8652435.0,17404480.0,13.0,8.0,9.0,3.0,3.0,11.0,5.0,5.0,8.0
169,DEN,2018,26422748.0,29465467.0,36000856.0,18080511.0,1317136.0,34267423.0,6276666.0,3095437.0,27005290.0,12.0,10.0,13.0,3.0,2.0,14.0,4.0,5.0,9.0
170,DET,2018,33819200.0,13132716.0,26166595.0,27850000.0,9590512.0,29089136.0,6845000.0,5755784.0,22918956.0,12.0,9.0,11.0,3.0,6.0,13.0,3.0,5.0,8.0
171,GB,2018,19821218.0,26430714.0,32623217.0,22643336.0,3235878.0,17688250.0,6286666.0,8371666.0,27048044.0,7.0,6.0,11.0,4.0,5.0,14.0,3.0,3.0,9.0
172,HOU,2018,21927713.0,26129945.0,27859424.0,4588700.0,8850263.0,41219878.0,3522500.0,7403668.0,21144360.0,11.0,12.0,12.0,3.0,4.0,14.0,3.0,8.0,8.0
173,IND,2018,21356636.0,14015293.0,25383623.0,26195076.0,4381412.0,12122579.0,4184000.0,15222083.0,22845000.0,12.0,11.0,13.0,4.0,6.0,12.0,2.0,7.0,11.0
174,JAC,2018,58309282.0,12589612.0,27342435.0,10758098.0,12001300.0,44580204.0,4460000.0,6937750.0,19361327.0,11.0,8.0,11.0,2.0,5.0,13.0,4.0,5.0,10.0
175,KC,2018,18876021.0,37114989.0,34072398.0,6333133.0,6970531.0,29129976.0,3085000.0,14145900.0,14817311.0,12.0,8.0,10.0,3.0,7.0,16.0,3.0,5.0,10.0
176,LAC,2018,21961608.0,21458360.0,33893006.0,23630000.0,4506595.0,25054884.0,4523456.0,4654083.0,25738870.0,7.0,9.0,11.0,3.0,3.0,12.0,5.0,4.0,7.0
177,LA,2018,37950195.0,14586306.0,31920558.0,9283593.0,6069118.0,35251743.0,8133551.0,3853854.0,27962416.0,8.0,8.0,11.0,3.0,4.0,13.0,4.0,5.0,8.0
178,MIA,2018,56566771.0,25647193.0,30433738.0,10116666.0,3680315.0,17252201.0,1276333.0,2965000.0,28231318.0,11.0,7.0,13.0,3.0,5.0,13.0,2.0,4.0,11.0
179,MIN,2018,36630894.0,17078809.0,24765694.0,26462000.0,7828939.0,35906893.0,2825000.0,10013864.0,14032638.0,11.0,7.0,12.0,3.0,4.0,10.0,4.0,5.0,8.0
180,NE,2018,17998736.0,17070164.0,17518027.0,22915000.0,8982500.0,44265579.0,7730000.0,18109583.0,18470537.0,11.0,8.0,13.0,2.0,5.0,15.0,3.0,5.0,10.0
181,NO,2018,26550439.0,20851792.0,40196012.0,26008125.0,8988193.0,17830769.0,3280000.0,16358336.0,13002751.0,11.0,12.0,12.0,3.0,5.0,14.0,2.0,7.0,10.0
182,NYG,2018,32528639.0,13223050.0,28584850.0,23021605.0,6363049.0,27425435.0,3160000.0,7406691.0,16876415.0,10.0,9.0,14.0,2.0,5.0,14.0,5.0,4.0,11.0
183,NYJ,2018,17511336.0,17495692.0,38860366.0,18114416.0,7960460.0,41189623.0,4238948.0,5574511.0,23283169.0,9.0,10.0,12.0,4.0,5.0,16.0,5.0,5.0,16.0
184,OAK,2018,26822859.0,19749042.0,45963300.0,27414972.0,8735423.0,22452147.0,2915000.0,11405000.0,22046411.0,12.0,10.0,13.0,4.0,5.0,16.0,4.0,4.0,8.0
185,PHI,2018,48433849.0,15745217.0,36318393.0,16489115.0,3780449.0,26841316.0,1672500.0,7183750.0,14527302.0,12.0,8.0,11.0,4.0,4.0,12.0,3.0,5.0,9.0
186,PIT,2018,25271798.0,22950849.0,34671290.0,26104781.0,16408572.0,27800157.0,6006000.0,7387978.0,14698919.0,9.0,12.0,11.0,3.0,5.0,13.0,4.0,4.0,9.0
187,SF,2018,20261209.0,22633933.0,39753802.0,38281965.0,12954012.0,24460350.0,4783550.0,4414571.0,21134905.0,7.0,14.0,12.0,3.0,5.0,13.0,4.0,4.0,9.0
188,SEA,2018,21720602.0,25694000.0,24360276.0,24341666.0,3908148.0,35491192.0,4535000.0,3162886.0,18117012.0,12.0,5.0,11.0,3.0,5.0,15.0,4.0,3.0,7.0
189,TB,2018,50859047.0,16012330.0,33633942.0,12741315.0,2710000.0,22111332.0,6480000.0,10713170.0,35246541.0,12.0,10.0,14.0,3.0,3.0,11.0,3.0,4.0,8.0
190,TEN,2018,28102577.0,29996087.0,31904561.0,10739446.0,6897389.0,32666812.0,7718000.0,11206406.0,14947581.0,8.0,10.0,11.0,4.0,4.0,12.0,3.0,5.0,7.0
191,WAS,2018,19130083.0,24165239.0,36011808.0,22630000.0,7774582.0,30399508.0,4216785.0,16581208.0,10689217.0,13.0,10.0,15.0,3.0,9.0,11.0,3.0,4.0,6.0
